"id","gender","sexualstandards_1","sexualstandards_2","sexualstandards_3","sexualstandards_4","sexualstandards_5","sexualstandards_6","sexualstandards_7","sexualstandards_8","sexualstandards_9","complexity_1","complexity_2","complexity_3","complexity_4","complexity_5","complexity_6","complexity_7","sexdrive_1","sexdrive_2","sexdrive_3","sexdrive_4","sexdrive_5","performanceandorgasm_1","performanceandorgasm_2","performanceandorgasm_3","performanceandorgasm_4","player_1","player_2","player_3","player_4","emotionalsex_1","emotionalsex_2","emotionalsex_3","courtship_1","courtship_2","courtship_3","courtship_4","courtship_5","courtship_6","courtship_7","courtship_8","initiators_1","initiators_2","initiators_3","initiators_4","appearance_1","appearance_2","appearance_3","appearance_4","appearance_5","doublestandards_1","doublestandards_2","doublestandards_3","doublestandards_4","doublestandards_5","ammsa_1","ammsa_2","ammsa_3","ammsa_4","ammsa_5","ammsa_6","ammsa_7","ammsa_8","ammsa_9","ammsa_10","ammsa_11","ammsa_12","ammsa_13","ammsa_14","ammsa_15","ammsa_16","ammsa_17","ammsa_18","ammsa_19","ammsa_20","ammsa_21","arranged_1","situation_1","situation_2","situation_3","sex_1","sex_2","sex_3","sex_4","sex_5","sexlocation_1","sexlocation_2","sexlocation_3","sexlocation_4","sexlocation_5","sexlocation_6","contraception_1","contraception_2","contraception_3","contraception_4","contraception_5","metbefore","knownbefore","substances_1","substances_2","substances_3","substances_4","drunkstoned_1","drunkstoned_2","consentboy_1","consentboy_2","consentgirl_1","consentgirl_2","afterfeeling_1","afterfeeling_2","outlookgirl_1","outlookgirl_2","outlookgirl_3","outlookboy_1","outlookboy_2","outlookboy_3"
115,1,4,5,5,4,5,4,4,5,4,5,6,6,4,5,5,5,3,3,4,3,3,5,4,4,5,3,4,3,3,4,5,2,4,3,4,4,5,4,4,5,5,4,5,4,5,4,5,4,3,5,5,5,4,5,4,4,4,4,4,3,3,4,6,3,2,3,2,2,6,6,3,4,6,2,5,4,4,4,4,3,4,5,4,5,2,3,4,4,4,3,5,5,5,5,5,4,4,4,4,5,5,2,1,4,4,4,4,5,5,5,5,5,5,4,5
116,1,2,2,1,3,2,2,3,2,2,5,5,5,4,5,5,4,4,3,3,4,4,4,3,4,4,4,4,2,4,3,5,2,4,5,4,5,4,5,2,4,6,4,4,5,5,3,4,4,6,4,4,4,4,3,3,3,2,2,2,2,1,3,4,4,3,3,5,4,3,2,1,5,4,5,3,5,2,2,4,5,4,4,3,3,4,2,2,2,1,2,1,2,1,5,1,1,1,4,4,1,1,1,1,1,3,1,1,5,5,4,2,2,4,2,2
117,2,1,1,2,1,3,4,1,1,4,2,2,3,2,3,5,1,1,1,1,1,1,2,3,4,4,4,4,3,4,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,4,1,1,1,1,1,4,4,1,2,1,1,1,1,1,1,4,4,1,4,1,1,3,4,3,4,3,3,4,2,1,1,1,1,3,3,3,3,3,4,5,4,4,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3
118,2,2,1,2,2,2,3,2,1,2,5,5,5,6,5,5,5,4,3,4,3,5,6,4,5,6,5,5,4,5,4,5,4,2,2,1,1,1,1,1,2,3,4,2,5,4,5,3,3,1,3,4,3,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,3,1,2,2,2,2,4,4,3,4,3,2,4,1,2,2,2,2,3,5,1,1,4,4,4,5,2,1,2,2,2,1,1,2,5,3,4,3,2,3,3,3
119,2,2,1,1,1,2,1,1,1,1,5,6,6,6,4,6,4,5,2,4,2,5,6,4,4,6,4,5,1,4,4,5,1,3,3,1,3,1,1,4,3,1,1,1,4,2,5,1,4,2,5,6,6,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,1,5,1,1,1,1,1,5,4,5,1,4,2,2,4,2,4,4,2,1,1,2,5,5,5,1,1,4,4,3,1,1,1,1,1,1,1,1,1,5,5,5,1,1,4,2,2
120,2,4,1,1,1,4,4,3,2,3,4,4,5,5,3,4,5,1,1,2,3,1,5,4,6,6,4,6,2,6,4,4,3,3,2,1,1,2,2,4,2,5,3,2,4,5,4,3,4,1,1,5,5,2,1,1,2,5,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,5,4,2,3,1,2,4,1,1,4,1,1,1,1,5,5,5,1,1,1,1,5,5,3,1,4,4,2,2,1,1,3,3,2,4,4,2,4,4
121,2,2,1,1,1,1,3,1,1,3,4,3,1,3,2,2,2,2,1,2,2,2,2,2,5,4,3,4,2,3,3,3,1,3,5,1,2,2,2,1,2,4,2,1,2,1,2,1,3,2,2,4,2,1,1,4,2,2,1,1,1,1,2,4,2,1,2,4,2,3,1,1,1,2,3,2,3,4,2,2,4,4,4,4,2,4,4,3,1,2,2,4,4,2,4,5,4,4,4,4,2,1,2,2,1,4,3,3,4,4,4,4,4,4,3,3
122,2,2,1,2,1,1,2,1,1,1,3,4,4,4,3,4,2,3,2,2,2,2,3,5,3,5,4,4,2,3,2,4,2,2,2,1,1,2,2,1,1,4,2,2,2,5,3,4,4,4,2,3,4,2,1,3,2,3,2,1,1,2,2,4,4,1,2,2,2,2,1,1,2,4,3,1,4,4,4,2,4,3,3,4,2,4,4,3,2,1,2,4,5,1,1,1,4,4,4,4,3,1,2,2,2,2,3,3,4,4,3,2,4,3,4,4
123,2,4,4,4,4,4,4,4,5,3,5,5,5,5,5,4,5,6,6,6,6,5,4,3,4,4,4,4,3,4,5,4,2,4,4,4,3,4,3,2,4,4,4,4,5,4,3,4,4,4,5,4,5,4,3,4,5,2,2,2,2,2,5,4,4,2,5,4,4,6,3,2,5,4,5,1,5,4,4,3,4,3,2,4,3,3,3,2,1,3,3,5,5,5,5,2,4,4,4,4,1,1,2,2,3,1,2,1,5,5,4,3,2,2,3,3
124,2,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,4,5,6,6,5,6,6,6,6,6,5,5,4,3,5,6,2,3,5,2,5,4,5,4,3,5,5,3,4,5,5,5,5,5,6,4,5,5,4,6,6,6,6,7,6,6,6,5,6,6,5,6,7,5,7,7,6,6,6,6,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,1,1,1,3,4,2,2,3,4,5,2,4,4,4,4,4,4,5,3,4,4
125,1,3,2,2,2,2,2,2,4,3,3,5,4,3,3,4,2,2,2,2,2,2,2,3,2,4,2,2,4,2,4,4,3,2,4,3,3,4,4,3,3,4,3,3,4,5,4,4,4,5,3,3,4,3,3,3,5,4,2,2,2,2,3,4,3,2,3,3,4,4,4,2,2,4,5,4,4,3,3,3,2,2,3,3,3,4,4,2,2,2,3,3,4,3,2,3,4,5,3,3,2,2,1,1,2,3,2,2,4,4,3,3,3,3,3,2
126,1,2,2,2,2,2,2,3,2,2,5,4,4,5,5,5,4,4,4,4,2,2,6,2,5,2,4,4,5,5,3,5,2,4,4,2,4,5,3,2,2,5,4,4,4,5,3,3,4,5,4,4,4,2,2,2,2,4,2,2,2,2,2,4,4,2,4,6,2,4,2,2,4,5,5,2,5,2,4,4,4,3,4,3,3,4,3,2,2,2,2,4,5,4,1,2,1,1,1,2,1,1,1,1,1,1,3,2,4,4,4,2,2,4,2,2
127,2,4,2,3,3,3,3,3,3,3,4,5,5,4,4,5,5,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,4,2,4,3,4,4,2,4,4,5,3,4,4,4,4,3,4,4,4,4,4,2,2,4,4,3,4,3,2,4,5,5,4,2,3,5,6,4,6,3,5,4,4,5,4,4,2,1,3,2,4,4,2,3,3,4,2,3,3,3,4,3,3,4,3,2,4,4,2,2,2,2,3,2,3,3,4,3,3,3,3,3,3,3
129,1,4,3,4,3,4,4,3,3,4,5,4,4,4,5,3,4,4,4,4,4,4,1,1,1,3,1,1,1,2,4,4,4,4,5,3,4,1,3,1,4,4,3,3,4,4,1,3,4,3,4,4,4,4,1,5,6,4,5,5,4,5,4,4,7,5,5,5,4,1,4,3,4,4,6,5,2,4,1,1,4,1,4,4,3,1,1,1,1,4,3,3,4,3,1,1,4,5,5,5,1,1,3,3,1,3,1,1,4,3,2,4,3,3,3,3
130,1,5,5,5,5,5,5,5,5,4,5,5,3,5,3,5,3,5,5,5,5,5,2,2,2,2,5,5,2,5,5,5,5,2,2,3,2,5,4,4,4,5,5,4,3,5,4,4,4,4,4,5,5,3,3,4,4,4,4,4,4,4,2,4,6,4,3,5,4,7,4,2,6,4,6,3,5,2,4,3,2,3,1,3,3,3,3,1,1,1,3,3,3,2,1,1,5,5,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3
131,1,4,5,4,5,4,4,5,3,4,5,5,5,5,5,4,5,4,4,3,4,3,3,3,2,3,4,4,4,4,3,3,3,4,3,2,3,4,4,3,4,5,3,4,4,5,4,4,4,3,3,4,3,4,5,5,5,2,3,3,3,4,3,4,3,4,5,3,5,3,4,4,5,5,6,4,5,1,2,2,4,2,4,2,4,2,4,1,1,1,1,2,1,2,1,3,3,4,3,3,1,1,2,2,2,3,2,1,5,5,5,1,1,5,1,1
132,1,3,4,2,4,4,2,4,4,4,4,4,5,4,5,4,2,4,4,5,5,5,3,2,5,4,5,5,4,5,4,4,5,4,4,3,4,3,2,2,4,6,4,3,4,5,5,4,4,3,3,5,4,4,4,5,5,5,5,5,3,2,5,4,4,4,5,6,5,3,5,2,6,5,6,4,4,5,4,4,4,4,2,2,3,4,4,2,1,2,2,3,5,4,2,2,3,4,4,4,3,3,2,2,2,2,3,3,5,5,4,4,3,4,2,3
133,1,5,5,4,5,5,3,4,4,3,5,5,5,5,4,4,4,3,3,3,3,3,3,3,4,4,5,5,5,4,4,4,4,5,5,2,3,4,4,2,4,5,4,4,5,5,5,5,5,5,2,5,3,3,5,5,5,5,6,5,6,5,6,4,4,5,4,7,4,3,5,4,4,7,6,7,4,5,2,3,3,3,3,3,3,3,3,4,3,3,2,4,5,3,1,3,3,4,4,4,3,3,3,3,4,4,4,2,2,3,3,3,3,2,3,3
134,2,3,4,4,3,3,3,2,5,2,4,4,5,4,2,6,4,5,5,5,5,4,2,2,3,5,4,4,2,5,5,5,2,3,4,3,3,1,3,2,1,5,3,4,3,4,4,4,4,4,4,2,5,3,2,5,4,5,2,2,4,6,5,3,1,4,3,4,1,4,3,3,2,5,5,5,4,2,2,3,4,4,4,4,2,4,4,4,2,4,4,4,4,3,3,1,3,2,3,4,3,1,1,1,2,2,3,3,4,4,2,2,3,3,3,3
135,2,1,1,1,1,1,1,1,1,1,4,4,5,5,2,6,1,4,3,4,2,3,2,1,1,5,4,4,1,5,2,4,2,1,3,1,1,5,1,1,1,3,1,1,1,3,1,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,5,1,6,1,1,4,2,1,5,4,2,2,2,1,3,2,1,1,5,1,1,1,1,5,5,1,1,1,4,4,4,2,1,1,1,1,1,1,3,2,5,5,5,1,1,5,1,1
136,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,2,2,2,2,2,3,4,4,4,3,3,4,3,4,4,4,3,4,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,1,3,4,1,1,1,1,3,7,4,1,1,1,1,3,1,1,2,5,5,1,4,4,4,2,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,1,1,4,4,3,3,2,2,2,2,2,2,4,4,3,3,3,3,3,3
137,1,1,3,2,1,3,3,2,3,3,5,5,4,3,4,4,5,2,2,2,2,2,1,1,1,4,1,3,3,4,5,5,3,3,4,2,3,4,1,1,3,4,3,1,3,4,4,5,4,3,4,3,4,2,2,4,5,3,2,4,2,4,3,3,2,2,4,5,4,5,3,2,5,2,5,3,5,4,2,1,4,3,4,2,3,4,5,1,1,1,3,4,4,4,3,1,1,1,4,4,1,2,2,2,2,3,2,1,4,4,3,3,2,3,3,2
138,1,5,6,6,5,4,6,6,4,5,5,5,4,4,4,2,4,5,3,5,5,5,5,4,4,4,2,1,1,2,2,2,2,1,4,2,5,1,2,3,3,6,2,2,3,4,4,5,4,4,2,4,1,5,4,2,5,4,2,2,3,3,2,4,4,3,2,5,2,6,2,1,5,4,5,2,5,1,4,4,4,4,2,2,4,4,4,1,1,1,1,5,5,4,1,1,5,5,1,2,1,1,1,1,1,1,1,1,5,5,5,1,2,5,1,1
139,1,5,5,4,4,4,4,3,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,4,4,5,3,4,3,3,4,4,2,4,5,4,4,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,2,3,2,5,4,4,2,3,5,5,4,2,3,3,5,4,5,5,2,5,5,4,5,3,4,3,3,3,3,3,2,3,4,3,3,4,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,3,4,3,3,3,3,4,3,3
140,2,4,2,3,2,4,4,2,1,2,5,5,6,5,5,6,5,5,5,5,5,5,3,5,6,5,4,5,1,5,5,5,4,3,1,1,1,2,2,4,2,5,1,3,4,2,1,4,4,4,5,5,4,2,1,4,2,3,2,1,2,2,1,6,6,2,2,1,3,3,3,1,1,3,4,1,5,5,4,1,5,3,4,5,4,4,2,4,1,1,1,5,5,4,1,1,3,4,4,4,3,1,2,2,1,1,1,3,5,5,4,2,4,3,3,4
141,1,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,3,5,3,4,5,3,4,3,3,3,3,4,3,4,3,4,4,4,4,4,5,2,4,4,3,4,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,3,2,2,3,3,2,3,2,3,4,4,4,2,3,1,1,4,3,2,3,2,2,3,3,1,1,3,3,3,3,3,3,3,3
142,2,5,3,3,5,4,3,3,3,3,5,5,6,3,5,5,4,2,2,2,2,2,3,3,5,5,5,6,4,5,5,5,5,3,1,3,2,1,2,2,2,4,3,3,4,5,4,4,2,2,2,4,4,2,3,2,2,3,2,2,2,2,5,4,4,2,3,5,3,2,2,2,6,6,3,3,5,2,3,3,5,4,5,4,4,4,4,1,1,2,1,3,4,5,2,1,1,1,4,4,1,1,2,2,2,2,2,2,3,2,3,3,3,2,4,2
143,1,2,3,3,4,2,3,3,4,3,5,6,6,6,5,6,4,4,4,4,4,4,3,3,4,5,4,4,5,5,4,4,4,2,4,3,4,3,5,4,4,5,3,4,6,5,5,4,4,4,5,5,5,3,2,4,5,4,2,3,2,2,5,5,2,2,3,5,4,3,4,2,2,2,5,3,4,3,2,4,5,3,2,4,2,3,3,3,2,3,3,2,2,3,4,3,3,4,4,4,1,1,3,3,1,1,3,3,5,3,3,3,3,1,5,1
144,1,2,2,2,4,2,2,2,2,2,5,4,5,5,5,5,2,4,2,2,4,3,2,1,4,4,4,4,4,4,4,5,4,3,5,1,5,4,5,2,3,5,1,1,2,5,5,3,2,4,3,2,3,2,1,2,6,5,2,3,3,3,4,5,5,2,4,4,5,3,5,1,2,5,4,5,4,4,2,4,4,4,4,4,3,4,4,4,2,3,3,4,3,4,3,2,3,3,4,4,1,1,3,3,1,3,3,2,4,4,3,4,2,4,2,2
145,1,4,3,4,3,4,4,2,3,4,5,4,5,4,5,4,4,5,4,5,4,5,4,3,3,4,3,2,3,2,3,3,2,3,4,3,4,2,3,1,2,5,4,4,3,2,2,2,4,2,2,1,3,2,2,2,2,3,1,2,2,3,1,1,3,2,2,1,1,6,1,1,1,1,5,2,3,4,2,2,1,1,5,3,3,4,4,2,1,1,3,4,5,2,1,3,1,1,4,4,1,1,2,2,3,3,3,3,4,3,3,3,3,3,3,3
146,2,3,2,2,2,2,3,2,2,3,2,3,4,4,4,3,2,3,3,4,3,4,4,3,2,5,2,2,2,3,4,4,4,2,4,4,4,2,4,2,3,3,4,3,2,4,3,3,4,4,3,1,3,3,4,1,4,2,2,1,2,1,1,4,2,2,1,1,2,6,1,1,2,5,2,2,3,4,3,3,4,4,4,4,4,2,3,4,3,4,3,3,4,4,4,2,5,5,4,3,1,1,2,2,2,2,3,3,3,3,4,1,1,3,3,3
147,2,4,2,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,2,2,3,4,3,4,4,4,4,3,4,4,4,3,3,2,3,2,4,1,1,2,4,2,4,4,4,2,2,4,3,5,4,2,2,2,4,4,4,2,2,2,2,2,1,3,2,4,5,2,1,3,1,2,2,3,1,4,3,4,3,3,3,3,3,3,4,4,2,1,1,1,4,5,5,1,3,1,1,4,5,1,1,1,2,3,2,3,2,4,4,4,4,3,4,4,4
148,2,6,1,5,1,5,2,1,1,4,4,5,4,5,2,2,3,2,2,2,3,3,4,4,3,5,5,6,3,6,4,4,3,3,1,2,2,5,2,1,6,6,5,6,4,6,5,4,5,2,2,5,6,2,2,1,1,5,1,1,1,1,2,6,1,1,1,1,1,6,1,1,3,1,2,3,5,4,5,2,5,1,1,4,1,1,5,1,1,1,1,5,5,1,1,1,4,4,2,3,1,1,1,1,1,1,1,1,5,5,3,3,1,3,3,1
149,1,2,2,2,2,2,2,2,2,3,5,5,5,5,4,5,4,5,5,4,5,4,4,3,5,5,3,3,3,3,3,3,2,4,4,4,4,4,3,4,3,5,3,3,4,4,2,4,5,5,4,3,3,3,3,4,6,3,3,4,5,4,3,4,6,3,5,6,4,6,4,5,6,4,5,3,5,5,5,3,4,4,3,4,4,2,2,4,4,4,4,5,3,4,1,1,1,1,5,5,1,1,3,3,3,3,3,2,3,3,3,3,2,4,2,2
150,1,1,4,1,4,1,1,5,4,4,5,4,5,5,3,5,4,3,6,6,6,5,6,4,4,5,1,1,1,1,4,4,4,2,2,3,2,4,5,3,4,6,4,4,5,6,4,6,3,6,5,4,3,2,3,4,4,5,4,4,5,3,4,1,4,4,5,6,4,1,3,1,1,5,4,2,5,2,1,4,5,4,3,5,4,1,4,1,1,1,1,4,1,2,4,4,4,4,4,4,3,3,3,3,1,1,4,2,5,5,3,3,3,3,3,3
151,2,4,2,4,3,5,4,2,3,3,5,4,5,5,5,6,5,4,3,3,4,3,6,4,4,5,4,4,2,5,6,5,4,4,1,2,2,4,1,2,2,4,2,4,1,5,2,3,2,2,4,3,3,1,2,3,2,3,2,2,2,3,5,4,4,1,2,2,2,2,3,1,1,2,2,1,5,4,3,4,4,4,4,4,3,4,3,3,2,2,2,2,4,4,2,2,3,4,5,5,1,1,3,3,1,2,1,4,4,4,4,2,1,3,4,3
152,2,2,1,1,2,1,1,1,1,1,5,5,5,5,4,3,4,5,5,4,3,3,1,4,6,4,5,5,3,5,3,3,3,1,4,1,1,1,1,2,4,5,3,4,4,5,5,4,3,4,3,5,4,2,1,4,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,4,2,4,2,4,4,4,4,1,1,4,4,5,1,3,5,5,1,1,1,3,4,2,2,1,1,1,1,3,4,3,2,3,3,2,4,3,2,4,3
153,1,2,1,1,2,2,3,2,1,2,5,5,5,4,4,5,2,4,3,4,4,4,3,3,4,4,5,5,4,5,3,3,3,1,4,2,2,1,1,2,4,4,2,4,5,4,3,4,4,4,4,4,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,1,1,4,4,2,5,5,2,2,5,3,4,3,3,3,3,2,2,2,2,5,5,3,1,1,1,1,5,5,1,3,3,3,1,1,1,1,4,4,3,3,3,3,2,2
154,1,4,3,3,5,5,5,5,5,3,3,5,5,5,4,5,4,5,5,5,5,4,3,5,5,5,2,2,3,2,4,4,2,5,5,2,5,3,3,2,5,5,5,4,4,5,2,2,4,4,3,2,4,4,2,3,5,2,2,2,3,3,5,5,5,3,4,5,3,6,3,2,6,3,5,2,5,1,3,5,2,3,4,1,1,5,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,1,2,3,1,2,3,1,5,4,4,2,2,4,2,2
156,2,6,2,6,2,6,6,4,2,6,6,6,5,6,5,6,6,5,4,5,3,5,5,6,6,6,6,5,1,4,5,5,4,2,1,1,2,2,2,1,2,4,3,3,4,5,6,4,3,1,5,6,3,2,1,3,2,3,1,1,1,1,1,2,2,1,2,2,1,3,1,1,1,1,2,1,5,2,4,3,5,3,4,5,2,4,2,1,1,1,1,3,4,2,2,2,4,5,4,4,4,4,3,3,2,2,1,1,5,3,4,2,2,3,4,4
157,1,2,5,5,2,6,4,2,4,5,2,5,4,5,2,5,2,1,3,1,2,4,2,1,5,4,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,5,1,2,2,4,2,2,1,1,5,2,2,1,1,1,3,1,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,5,1,5,1,1,2,4,4,5,2,2,5,1,1,1,1,2,4,5,4,1,1,4,4,4,4,1,1,2,2,1,1,1,1,4,4,4,4,2,4,2,5
158,1,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,3,2,3,2,3,3,4,4,3,3,3,3,3,4,3,3,2,2,2,3,2,2,3,3,2,3,4,3,2,4,2,4,3,3,3,2,3,4,5,4,4,4,4,4,3,4,5,5,4,4,4,3,4,4,5,5,5,4,4,4,4,4,3,3,4,4,4,4,4,2,2,1,3,4,5,3,1,2,3,4,4,4,1,1,1,1,2,2,3,2,3,3,3,3,3,3,3,3
159,2,5,2,3,2,3,3,2,2,4,6,6,5,6,5,5,5,4,3,4,3,4,4,3,2,5,3,3,2,3,5,4,4,2,1,1,1,1,1,1,2,4,2,2,3,5,1,1,3,3,2,3,3,3,2,2,1,4,1,2,2,1,2,1,6,1,1,5,2,1,2,1,4,4,6,1,5,5,4,2,4,4,2,4,3,3,3,1,1,1,4,5,5,5,1,1,4,4,5,5,1,1,2,2,4,1,2,1,4,4,4,2,2,3,3,3
160,2,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,6,1,1,1,1,5,6,6,6,6,6,6,1,1,1,1,6,6,1,1,1,6,1,1,1,6,6,6,6,1,6,6,6,6,6,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,5,1,1,1,5,1,3,5,1,1,5,1,1,1,1,5,5,1,1,1,1,1,5,1,3,1,3,1,1,1,1,1,5,3,3,3,3,3,3,3
161,2,2,2,4,2,4,4,2,3,2,4,3,2,4,4,5,3,4,4,4,4,3,4,4,4,5,3,2,2,3,5,5,4,1,2,1,1,1,1,1,1,2,4,2,4,1,1,4,2,2,2,2,5,2,2,2,1,4,1,2,1,1,1,2,4,2,1,5,2,3,4,4,2,4,2,1,5,3,4,4,4,4,4,4,4,4,3,1,2,1,1,1,3,1,1,1,3,5,4,5,3,2,2,3,3,2,2,1,5,5,4,2,1,4,3,1
162,1,2,2,2,2,2,2,2,3,2,5,5,5,4,5,4,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,4,2,3,3,2,2,2,5,3,4,3,4,4,4,4,4,4,4,4,2,2,2,3,3,2,2,2,3,3,3,4,2,3,2,4,2,4,2,3,3,5,4,3,4,3,3,4,4,4,4,4,4,4,2,3,2,3,3,2,4,3,2,3,3,5,5,3,3,3,3,1,1,2,1,4,4,3,3,3,3,3,3
163,1,3,3,3,3,3,3,3,4,3,4,4,4,4,4,5,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,4,4,3,4,4,4,4,5,4,5,4,4,5,4,4,3,3,3,2,3,5,3,2,2,2,5,3,2,2,3,3,2,5,5,2,4,3,5,2,5,2,2,2,4,4,2,2,3,4,4,1,1,2,2,2,2,4,2,2,4,4,4,4,2,2,2,2,1,1,1,2,4,4,2,4,4,4,4,4
164,2,1,1,1,1,1,1,1,1,1,5,5,5,6,5,6,4,4,3,4,3,2,4,3,6,5,4,4,3,5,5,5,3,2,3,1,3,3,3,4,2,4,3,2,3,4,4,4,4,3,3,4,3,2,1,1,2,4,1,1,1,1,2,2,4,1,2,1,2,1,2,1,1,6,1,4,4,5,4,2,3,2,2,3,2,3,3,1,1,1,3,5,5,5,1,1,3,4,3,1,1,1,1,1,2,1,2,1,5,5,5,1,1,5,1,1
165,1,2,2,2,2,3,4,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,2,2,2,2,6,6,3,3,5,3,4,5,5,4,5,6,4,4,5,3,3,3,3,4,6,5,6,5,3,6,4,5,5,5,5,4,5,4,5,4,5,7,3,4,4,4,5,7,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,1,5,3,3,4,1,1,2,2,1,1,1,5,5,5,5,5,1,5,5,1
166,1,4,3,3,4,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3,4,5,5,5,5,2,3,4,3,3,3,3,3,4,2,4,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,2,3,2,3,2,2,2,3,4,2,2,4,2,2,3,5,3,4,4,2,4,3,3,3,3,3,4,3,4,3,3,2,2,3,3,4,4,4,2,3,3,4,3,3,2,2,2,2,2,3,1,4,3,3,4,3,4,4,3,3
167,1,2,2,2,2,2,2,2,4,2,5,5,5,4,4,5,5,4,4,4,4,4,5,2,2,5,4,4,3,5,4,5,3,4,4,2,3,4,2,3,5,5,2,4,4,5,5,3,2,4,4,4,4,2,2,2,5,2,1,2,2,2,2,4,6,4,2,4,1,6,1,1,4,5,5,1,3,4,2,2,3,3,1,2,2,3,3,2,2,2,3,5,5,3,1,1,3,4,3,3,1,1,1,1,4,3,1,3,3,3,2,4,3,3,3,3
168,2,2,2,2,2,2,2,2,2,2,5,5,6,5,5,6,5,3,2,3,3,3,6,4,6,6,4,3,3,4,5,5,4,4,2,2,5,5,4,2,3,5,5,5,5,5,3,4,4,4,4,4,4,3,3,2,5,6,1,1,1,1,3,5,3,1,1,1,1,2,1,1,2,6,3,1,5,1,1,4,2,2,5,5,2,5,4,1,1,1,1,5,5,5,1,1,4,4,4,4,1,1,1,1,1,1,1,1,5,5,5,2,1,5,2,1
169,2,3,1,2,2,3,3,2,1,3,4,4,5,3,4,5,4,3,1,3,2,3,1,1,2,2,4,5,3,4,4,5,4,2,2,1,2,2,1,1,2,3,2,1,3,2,4,2,2,1,4,2,5,1,1,1,3,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,5,2,3,4,3,2,3,4,2,4,4,1,2,1,3,2,2,5,1,1,1,1,3,1,1,1,2,1,2,1,3,1,4,4,4,2,5,3,2,2
170,2,2,1,2,2,2,2,1,2,3,4,5,6,4,4,5,2,3,2,2,3,3,1,2,1,2,4,5,3,4,3,3,2,2,4,2,4,2,1,2,2,4,2,2,2,5,4,4,4,3,2,4,2,1,1,2,4,4,4,3,3,2,3,5,4,3,3,5,4,2,4,2,2,4,5,2,5,4,2,2,3,2,4,3,3,2,4,1,1,1,1,2,4,1,3,3,1,3,5,5,2,1,2,2,1,1,3,2,4,4,3,3,2,3,3,3
171,2,3,1,3,1,3,3,2,2,2,3,3,4,3,3,4,3,2,3,2,2,2,2,2,3,3,3,3,4,3,3,3,2,2,2,1,2,4,3,2,3,4,2,3,3,3,3,3,4,3,2,2,2,2,2,4,2,4,2,2,2,1,2,2,5,4,3,2,3,2,2,1,2,4,4,1,5,2,4,2,3,3,4,4,4,4,4,1,1,1,1,5,2,2,4,4,3,4,1,2,1,1,1,1,1,2,2,2,5,5,5,2,1,5,2,1
172,1,1,1,1,1,1,2,1,1,2,4,5,5,2,5,3,3,2,2,2,1,2,2,1,4,4,3,4,3,5,3,3,3,4,5,1,3,3,3,4,3,6,2,3,2,5,3,4,3,6,3,3,3,3,1,4,4,4,1,1,2,2,2,4,2,2,4,5,3,1,2,1,1,4,5,5,5,2,2,5,5,5,1,3,3,5,5,1,2,5,3,2,5,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,4,4,1,5,3,1,5,2
